"No.","Time","Source","PHY","Protocol","Length","Delta time (\302\265s end to start)","SN","NESN","More Data","Event counter","Info","bt_data","comment"
"23514","606.148","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5559","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23517","606.195","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5560","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23524","606.385","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","1","1","False","5564","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23527","606.433","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","0","1","False","5565","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23536","606.670","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","5570","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23539","606.718","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5571","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23546","606.908","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","5575","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23549","606.955","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5576","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23558","607.193","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5581","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23561","607.240","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5582","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23568","607.430","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5586","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23571","607.478","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","5587","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23580","607.715","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5592","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23583","607.763","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5593","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23592","607.953","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","0","0","False","5597","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23595","608.000","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5598","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23602","608.190","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5602","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23605","608.238","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5603","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23614","608.475","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5608","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23617","608.523","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5609","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23624","608.713","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","5613","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23627","608.760","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","5614","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23636","608.998","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5619","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23639","609.045","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5620","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23646","609.235","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5624","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23649","609.283","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","5625","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23658","609.520","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","5630","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23661","609.568","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5631","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23668","609.758","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5635","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23671","609.805","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5636","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23679","610.043","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5641","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23682","610.090","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5642","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23684","610.138","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","5643","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23689","610.280","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5646","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23692","610.328","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5647","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23701","610.565","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5652","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23704","610.613","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5653","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23711","610.803","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5657","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23714","610.851","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","0","1","False","5658","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23723","611.088","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5663","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23724","611.135","Master_0xaf9aab24","LE 1M","ATT","12","47327\302\265s","1","1","False","5664","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23727","611.183","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5665","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23732","611.325","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","5668","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23735","611.373","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","5669","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23742","611.563","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5673","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23745","611.611","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5674","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23752","611.800","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5678","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23762","612.085","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5684","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23765","612.133","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","0","1","False","5685","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23772","612.323","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5689","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23775","612.371","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5690","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23784","612.608","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5695","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23787","612.656","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5696","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23794","612.845","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","1","1","False","5700","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23797","612.893","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5701","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23804","613.083","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","5705","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23807","613.131","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5706","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23814","613.320","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","5710","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23817","613.368","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5711","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23824","613.605","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5716","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23827","613.653","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5717","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23834","613.843","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","5721","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23837","613.891","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","5722","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23846","614.128","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5727","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23857","614.413","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5733","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23864","614.651","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","1","1","False","5738","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23867","614.698","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5739","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23872","614.888","Master_0xaf9aab24","LE 1M","ATT","12","94696\302\265s","0","0","False","5743","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23880","615.173","Master_0xaf9aab24","LE 1M","ATT","12","47128\302\265s","0","0","False","5749","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23883","615.221","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","5750","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23888","615.411","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5754","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23891","615.458","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5755","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23898","615.696","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5760","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23901","615.743","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5761","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23908","615.933","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","0","0","False","5765","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23911","615.981","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5766","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23918","616.218","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5771","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23925","616.456","Master_0xaf9aab24","LE 1M","ATT","12","47129\302\265s","1","1","False","5776","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23928","616.503","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5777","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23939","616.789","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","0","0","False","5783","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23942","616.836","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","5784","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23947","616.978","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5787","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23950","617.026","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5788","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23959","617.216","Master_0xaf9aab24","LE 1M","ATT","12","151\302\265s","1","1","False","5792","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23962","617.263","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5793","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23969","617.453","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5797","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23972","617.501","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5798","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23981","617.738","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","5803","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23983","617.786","Master_0xaf9aab24","LE 1M","ATT","12","47096\302\265s","0","0","False","5804","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23986","617.787","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","5804","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"23993","617.976","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5808","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"23996","618.023","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5809","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24007","618.308","Master_0xaf9aab24","LE 1M","ATT","12","47129\302\265s","0","0","False","5815","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24010","618.356","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5816","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24015","618.498","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","0","0","False","5819","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24018","618.546","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","5820","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24025","618.736","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5824","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24028","618.784","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","5825","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24036","618.974","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","0","0","False","5829","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24039","619.021","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","5830","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24048","619.258","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5835","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24051","619.306","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5836","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24053","619.354","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5837","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24058","619.496","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5840","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24061","619.544","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","5841","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24070","619.781","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5846","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24073","619.829","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5847","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24080","620.018","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5851","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24083","620.066","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5852","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24094","620.304","Master_0xaf9aab24","LE 1M","ATT","12","149\302\265s","0","0","False","5857","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24097","620.351","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5858","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24104","620.541","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5862","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24107","620.589","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5863","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24114","620.778","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5867","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24117","620.826","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","5868","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24126","621.063","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5873","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24129","621.111","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5874","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24138","621.301","Master_0xaf9aab24","LE 1M","ATT","12","151\302\265s","1","1","False","5878","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24141","621.349","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5879","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24150","621.586","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5884","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24153","621.634","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","0","1","False","5885","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24160","621.823","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","0","0","False","5889","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24163","621.871","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","5890","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24172","622.108","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5895","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24173","622.156","Master_0xaf9aab24","LE 1M","ATT","12","47327\302\265s","0","0","False","5896","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24176","622.204","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","5897","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24181","622.346","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5900","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24184","622.394","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5901","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24191","622.584","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5905","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24194","622.631","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5906","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24202","622.869","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","5911","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24205","622.916","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5912","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24212","623.106","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5916","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24215","623.154","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5917","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24224","623.391","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5922","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24227","623.439","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5923","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24234","623.629","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5927","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24237","623.676","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5928","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24246","623.914","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5933","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24249","623.961","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5934","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24256","624.151","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5938","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24259","624.199","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","5939","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24268","624.436","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5944","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24271","624.484","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","5945","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24278","624.674","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","5949","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24281","624.721","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","5950","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24288","624.911","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5954","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24291","624.959","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5955","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24300","625.196","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5960","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24303","625.244","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5961","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24310","625.434","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","5965","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24313","625.481","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5966","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24322","625.719","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5971","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24325","625.767","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5972","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24332","625.956","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5976","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24335","626.004","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5977","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24343","626.241","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","5982","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24346","626.289","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","5983","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24353","626.479","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5987","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24354","626.526","Master_0xaf9aab24","LE 1M","ATT","12","47327\302\265s","1","1","False","5988","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24357","626.574","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5989","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24364","626.717","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","1","1","False","5992","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
