"No.","Time","Source","PHY","Protocol","Length","Delta time (\302\265s end to start)","SN","NESN","More Data","Event counter","Info","bt_data","comment"
"24367","626.764","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","0","1","False","5993","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24376","627.001","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","5998","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24379","627.049","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","5999","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24385","627.239","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","6003","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24388","627.287","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","6004","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24393","627.476","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6008","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24396","627.524","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6009","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24405","627.762","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","1","1","False","6014","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24408","627.809","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6015","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24417","628.046","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","6020","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24420","628.094","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6021","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24429","628.331","Master_0xaf9aab24","LE 1M","ATT","12","47129\302\265s","1","1","False","6026","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24432","628.379","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6027","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24439","628.569","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","6031","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24442","628.617","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","6032","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24449","628.806","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","6036","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24452","628.854","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6037","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24459","629.044","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6041","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24462","629.092","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6042","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24470","629.329","Master_0xaf9aab24","LE 1M","ATT","12","47423\302\265s","0","0","False","6047","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24473","629.377","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","6048","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24479","629.566","Master_0xaf9aab24","LE 1M","ATT","12","47423\302\265s","1","1","False","6052","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24482","629.614","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6053","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24490","629.804","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","0","0","False","6057","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24493","629.852","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6058","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24495","629.899","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6059","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24502","630.089","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6063","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24505","630.137","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6064","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24512","630.327","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","6068","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24515","630.374","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6069","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24524","630.612","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","6074","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24527","630.659","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6075","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24529","630.707","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6076","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24534","630.849","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","6079","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24537","630.897","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6080","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24544","631.087","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6084","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24547","631.134","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6085","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24556","631.372","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6090","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24559","631.419","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6091","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24566","631.609","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","6095","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24569","631.657","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6096","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24578","631.894","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","6101","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24581","631.942","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6102","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24588","632.132","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6106","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24591","632.179","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6107","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24598","632.369","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","6111","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24601","632.417","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","6112","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24612","632.702","Master_0xaf9aab24","LE 1M","ATT","12","47129\302\265s","0","0","False","6118","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24615","632.749","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6119","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24620","632.892","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6122","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24623","632.939","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6123","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24632","633.177","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6128","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24635","633.224","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6129","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24642","633.414","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","6133","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24645","633.462","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6134","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24654","633.699","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","6139","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24657","633.747","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6140","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24664","633.937","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","0","0","False","6144","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24667","633.984","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","6145","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24676","634.175","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","1","1","False","6149","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24679","634.222","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","6150","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24686","634.412","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","6154","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24689","634.459","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6155","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24698","634.697","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","6160","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24701","634.745","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6161","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24706","634.934","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","6165","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24709","634.982","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","6166","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24718","635.219","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6171","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24721","635.267","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6172","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24728","635.457","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6176","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24731","635.505","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6177","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24742","635.789","Master_0xaf9aab24","LE 1M","ATT","12","47129\302\265s","1","1","False","6183","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24745","635.837","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6184","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24750","635.979","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","6187","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24753","636.027","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6188","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24755","636.075","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6189","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24762","636.264","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6193","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24765","636.312","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6194","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24772","636.502","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","1","1","False","6198","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24775","636.550","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6199","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24782","636.739","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6203","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24785","636.787","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","6204","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24794","637.024","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","6209","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24803","637.262","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6214","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24805","637.309","Master_0xaf9aab24","LE 1M","ATT","12","47097\302\265s","0","0","False","6215","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24808","637.310","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6215","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24817","637.547","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6220","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24820","637.595","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","6221","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24827","637.784","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","6225","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24830","637.832","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6226","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24837","638.022","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6230","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24840","638.070","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6231","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24849","638.307","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6236","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24852","638.355","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","6237","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24854","638.402","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","6238","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24859","638.545","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6241","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24862","638.592","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6242","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24870","638.830","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6247","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24873","638.877","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6248","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24880","639.067","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","6252","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24883","639.115","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6253","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24892","639.352","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","6258","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24895","639.400","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6259","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24902","639.590","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","0","0","False","6263","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24905","639.637","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","6264","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24912","639.827","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","6268","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24915","639.875","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6269","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24924","640.112","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","6274","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24927","640.160","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","6275","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24934","640.350","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6279","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24937","640.397","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6280","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24946","640.635","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6285","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24949","640.682","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","6286","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24956","640.872","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","6290","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"24959","640.920","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","6291","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"24966","641.110","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","6295","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
